Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Who invited you to take this survey (type in first and last name)?,Which of the following statements describes you (select all that apply).,How would you rate this product? - 1,What do you like about this product?,What do you Dislike about this product?,How could we improve this product?,WTP,About how often do you take a prescribed medication?,About how often does the person you care for need to take a prescribed medication?,How many prescribed medications do you currently take? - Selected Choice,How many prescribed medications do you currently take? - Other (type amount) - Text,How many prescribed medications does the person you care for currently take? - Selected Choice,How many prescribed medications does the person you care for currently take? - Other (type amount) - Text,About how often do you FORGET take a prescribed medication?,About how often does the person you care for FORGET to take a prescribed medication?,What do you currently use to remind you to take your medications? - Selected Choice,What do you currently use to remind you to take your medications? - Other - Text,What do you currently use to remind the person you care for to take medications? - Selected Choice,What do you currently use to remind the person you care for to take medications? - Other - Text,About how often do you take a nutritional supplement that is a pill?,How many nutritional supplements do you currently take? - Selected Choice,How many nutritional supplements do you currently take? - Other (type amount) - Text,About how often do you FORGET take your nutritional supplement(s)?,How old are you?,What is your annual Income level in USD ($)?
2/10/2025 9:35,2/10/2025 9:38,IP Address,107.122.173.56,100,151,TRUE,2/10/2025 9:38,R_5flMzIEqZ4dqkBl,,,,,39.7391,-104.9866,anonymous,EN,Jake boren,I take nutritional supplements,6,I like that it alarms you when you’re supposed to take your meds. It’s helpful if you have a lot of medications ,What if I’m out and about? The alarm will just be going off and I’ll be late for my meds?,Create an alarm for the phone. ,100,,,,,,,,,,,,,At least once a week,3,,At least once a week,18-24 years old,70K - 100K
2/10/2025 9:36,2/10/2025 9:39,IP Address,128.187.116.6,100,208,TRUE,2/10/2025 9:39,R_5s4q50dMZfJuI5d,,,,,40.2584,-111.6591,anonymous,EN,Sabrina Vaoifi,I take nutritional supplements,5,I like that this helps you remember to take your medication. If I am understanding correctly. ,It appears to be a little primitive but I'm sure that will be figured out with time. ,Too soon to tell. ,20,,,,,,,,,,,,,Daily,3,,At least once a week,25-34 years old,40K - 70K
2/10/2025 9:34,2/10/2025 9:41,IP Address,128.187.116.3,100,407,TRUE,2/10/2025 9:41,R_3oMj8sK9IuWRsjD,,,,,40.2584,-111.6591,anonymous,EN,Camden Decker,I take nutritional supplements,7,I like how it can benefit those who are in need.,"Nothing, it looks like a great product.",Good marketing could be very beneficial to get this product out.,100,,,,,,,,,,,,,Daily,2,,At least once a week,25-34 years old,100K - 150K
2/10/2025 9:42,2/10/2025 9:43,IP Address,192.225.189.50,100,20,TRUE,2/10/2025 9:43,R_1Ocz7pdvpbIaWxq,,,,,43.8125,-111.7855,anonymous,EN,Sabrina Steele,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 9:43,2/10/2025 9:43,IP Address,192.225.189.50,100,13,TRUE,2/10/2025 9:43,R_5C8uGAIPWKZxbQt,,,,,43.8125,-111.7855,anonymous,EN,Sabrina Vaoifi,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 9:43,2/10/2025 9:44,IP Address,107.77.230.155,100,31,TRUE,2/10/2025 9:44,R_7MWTjvv4458FNdf,,,,,34.0544,-118.244,anonymous,EN,Sabrina Vaoifi,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 9:42,2/10/2025 9:45,IP Address,76.23.29.190,100,193,TRUE,2/10/2025 9:45,R_6MRNiDxEIu7a5Mn,,,,,40.75,-111.9209,anonymous,EN,Jacob boren,I take nutritional supplements,,Intuitive in helping remember if you have taken medication or not. Notifications can be custom,Sounds for reminders may get me irritating ,Make the device on the meds smaller that tracks if meds have been taken. ,25,,,,,,,,,,,,,Daily,1,,At least once a week,18-24 years old,70K - 100K
2/10/2025 9:42,2/10/2025 9:46,IP Address,174.204.6.163,100,265,TRUE,2/10/2025 9:46,R_6E7n7E01f2WDNDO,,,,,40.6981,-111.9999,anonymous,EN,Sabrina Vaoifi,"I take prescribed medications,I take nutritional supplements",5,It tracks how much medication you take a day,I personally wouldn’t have a need for it because I’ve already memorized how much I need to take,,50,Daily,,1,,,,Rarely (maybe a couple times a year),,Phone App,,,,,,,,18-24 years old,10K - 40K
2/10/2025 9:41,2/10/2025 9:47,IP Address,208.93.179.60,100,333,TRUE,2/10/2025 9:47,R_6V5001vdOXOWZDX,,,,,37.6773,-113.0617,anonymous,EN,Sabrina Vaoifi,I am a Caregiver for someone who has prescribed medications,2,It’s interesting ,I think it’s overkill. Really a weekly pill container with a daily dose works fine. All you have to do is set an alarm on your phone. You’ll know if you took the pills if your daily box is empty.,I really don’t think the product is necessary ,0,,Daily,,,2,,,Rarely (maybe a couple times a year),,,"Calender,Pill organizer",,,,,,55-64 years old,150K+
2/10/2025 9:46,2/10/2025 9:48,IP Address,136.36.41.12,100,121,TRUE,2/10/2025 9:48,R_3CUWuiz0HhPs4mp,,,,,40.2584,-111.6591,anonymous,EN,London Roney,I take nutritional supplements,6,Caring,Just another gadget ,Integrate it into bottles ,10,,,,,,,,,,,,,Daily,2,,At least once a week,35-44 years old,150K+
2/10/2025 9:42,2/10/2025 9:48,IP Address,128.187.116.3,100,365,TRUE,2/10/2025 9:48,R_5hbxfzpQjSShJx7,,,,,40.2584,-111.6591,anonymous,EN,Camden Decker,I am a Caregiver for someone who has prescribed medications,6,"It reminds you to take your meds in different ways, so you don’t forget.
","If the device is big or hard to attach, it could be annoying.
","Make it smaller and easier to use with all pill bottles.
",50,,Daily,,,3,,,At least once a month,,,"Phone App,Calender",,,,,,35-44 years old,150K+
2/10/2025 9:44,2/10/2025 9:48,IP Address,73.98.215.109,100,261,TRUE,2/10/2025 9:48,R_34ISnwLPbtlXy6E,,,,,40.2997,-111.6737,anonymous,EN,London Roney,"I take prescribed medications,I take nutritional supplements",,I like the concept to help remember,I feel like a phone alarm could probably do this same job for me,If it dispensed the various pill bottles for me into one place and then reminded me to take it. Seems tricky to do but the biggest pain point of pills for me is getting each of them individually into one pill box.,25,At least once a month,,1,,,,Rarely (maybe a couple times a year),,"Siri/Alexa Reminders,Pill organizer",,,,,,,,35-44 years old,150K+
2/10/2025 9:48,2/10/2025 9:49,IP Address,187.87.97.118,100,76,TRUE,2/10/2025 9:49,R_67gG1ONsqpnMkox,,,,,-26.2659,-48.9987,anonymous,EN,Julian Antuna,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 9:45,2/10/2025 9:50,IP Address,73.228.95.72,100,317,TRUE,2/10/2025 9:50,R_5qBXgrn8225Nvu8,,,,,40.2997,-111.6737,anonymous,EN,Clarice Paulson,I take nutritional supplements,9,"I like that it does a light to remind you it’s time to take the medication, and that it can sense if anything was actually taken (for the people who might take the bottle off and put it back without remembering if they took a pill). I like that it can fit any bottle and will escalate the reminders if not taken on time.",It’s not very aesthetically pleasing. If I’m going to keep this on a counter (in order to see the light go on) I’d want it to be cute.,I’d want to make sure I can adjust how often it reminds me and how many reminders are sent. I don’t love the idea of getting 4 notifications for the same thing in a day,30,,,,,,,,,,,,,Daily,1,,At least once a week,25-34 years old,10K - 40K
2/10/2025 9:49,2/10/2025 9:50,IP Address,128.187.116.3,100,86,TRUE,2/10/2025 9:50,R_5uvSYfnurXxP8n7,,,,,40.2584,-111.6591,anonymous,EN,Camden Decker,"I take prescribed medications,I take nutritional supplements",,"The lights, beeps, and notifications make sure you don’t miss a dose.
","The beeping might be too loud or annoying for some people.
",Let people adjust the sound or turn it off if needed.,40,Daily,,4,,,,At least once a week,,Siri/Alexa Reminders,,,,,,,,18-24 years old,40K - 70K
2/10/2025 9:43,2/10/2025 9:51,IP Address,136.41.65.46,100,476,TRUE,2/10/2025 9:51,R_7eK9kR2TdhNQjFY,,,,,40.2584,-111.6591,anonymous,EN,London Roney,I take nutritional supplements,7,It likely could improve health outcomes for certain people who currently fail to follow their prescribed medication regimen ,"I am not a potential user, no personal application for me. ",Could this be a tool to help prevent overdose or get rapid help in case of overdose? ,60,,,,,,,,,,,,,At least once a week,1,,At least once a month,35-44 years old,100K - 150K
2/10/2025 9:48,2/10/2025 9:52,IP Address,136.36.187.155,100,231,TRUE,2/10/2025 9:52,R_7VabAFyujESaK7a,,,,,40.2342,-111.6442,anonymous,EN,London Roney ,I take nutritional supplements,7,Seems easy to use ,Not sure ,Not sure ,25,,,,,,,,,,,,,At least once a week,1,,At least once a week,35-44 years old,100K - 150K
2/10/2025 9:51,2/10/2025 9:52,IP Address,172.225.199.0,100,93,TRUE,2/10/2025 9:52,R_6sRXr4e8pNMoFWj,,,,,39.7301,-104.9078,anonymous,EN,Ben McBride ,I take nutritional supplements,8,That it helps remind me to take my pills,The size of it,,20,,,,,,,,,,,,,Daily,4,,At least once a week,25-34 years old,70K - 100K
2/10/2025 9:52,2/10/2025 9:52,IP Address,128.187.116.23,100,20,TRUE,2/10/2025 9:53,R_723XKkYAhHuk8fw,,,,,40.2584,-111.6591,anonymous,EN,Olivia Thorne,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 9:25,2/10/2025 9:53,IP Address,76.149.220.210,100,1713,TRUE,2/10/2025 9:53,R_5BwFRFqCY3vo39F,,,,,41.3092,-111.9659,anonymous,EN,Ellie Boren,"I take prescribed medications,I take nutritional supplements",10,It would be helpful in managing medications. I put medication in a pill case and you have allowed for that. ,Sounds like a great concept. ,The weekly pill case needs to be larger to hold more pills. ,40,Daily,,Other (type amount),8,,,At least once a month,,"Pill organizer,Other",Take some pills twice a day ,,,,,,,65+ years old,40K - 70K
2/10/2025 9:50,2/10/2025 9:53,IP Address,128.187.116.3,100,182,TRUE,2/10/2025 9:53,R_57xoQ3sSoZLdPwt,,,,,40.2584,-111.6591,anonymous,EN,Camden Decker,"I take prescribed medications,I take nutritional supplements",,"The adapter is great for people who take more than one medication.
","It might not work well with all pill bottles or packs.
","Make different adapters for more types of medicine.
",100,Daily,,2,,,,At least once a week,,"Phone App,Siri/Alexa Reminders",,,,,,,,55-64 years old,40K - 70K
2/10/2025 9:51,2/10/2025 9:54,IP Address,104.28.48.139,100,189,TRUE,2/10/2025 9:54,R_6zm1IzsBRnwDIxX,,,,,40.3769,-111.7958,anonymous,EN,Clarice paulson,"I take prescribed medications,I take nutritional supplements",5,Nice reminder if you have trouble remembering to take important medication's. Would be helpful for someone.,"I don't personally need it, but I can see someone like my mom being able to use it",,18,At least once a week,,1,,,,At least once a month,,Other,Nothing,,,,,,,65+ years old,150K+
2/10/2025 9:54,2/10/2025 9:54,IP Address,174.247.146.45,100,15,TRUE,2/10/2025 9:54,R_66J0E1gidTNm0IF,,,,,40.6981,-111.9999,anonymous,EN,Sabrina Vaoifi,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 9:49,2/10/2025 9:55,IP Address,69.130.113.251,100,307,TRUE,2/10/2025 9:55,R_5Fo6FxNdg0wj72h,,,,,37.1038,-113.5764,anonymous,EN,Sabrina Vaoifi,I take nutritional supplements,10,That it alarms and can tell if it has been taken ,Nothing,Unknown ,50,,,,,,,,,,,,,Daily,5,,At least once a week,45-54 years old,70K - 100K
2/10/2025 9:56,2/10/2025 9:57,IP Address,172.59.153.68,100,52,TRUE,2/10/2025 9:57,R_7g0Yv1BcLanwe5M,,,,,40.6566,-111.8907,anonymous,EN,London Roney,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 9:48,2/10/2025 9:57,IP Address,204.157.188.103,100,508,TRUE,2/10/2025 9:57,R_6f0LvmPMez4XFkv,,,,,34.5061,-110.0922,anonymous,EN,Sabrina Vaoifi,"I am a Caregiver for someone who has prescribed medications,I take prescribed medications,I take nutritional supplements",10,"Helps me to remember 


",Maybe the cost ,?,35,,Daily,,,2,,,At least once a week,,,Pill organizer,,,,,,65+ years old,0 - 10K
2/10/2025 9:51,2/10/2025 9:58,IP Address,136.36.46.57,100,422,TRUE,2/10/2025 9:58,R_1Ax38PUUPWxAPq9,,,,,40.2329,-111.6688,anonymous,EN,London Roney,"I take prescribed medications,I take nutritional supplements",8,It helps me with my health in a simple organized way. It’s quite genius. ,I’m not very tech savvy but willing to learn when it comes to maintaining my health,"Would it also work with other aspects of health like exercise, drinking enough water, when and what kind of proactive medical tests I need and reminders?",100,Daily,,Other (type amount),6 nutritional supplements and vitamins,,,At least once a week,,Pill organizer,,,,,,,,55-64 years old,150K+
2/10/2025 9:50,2/10/2025 9:58,IP Address,187.87.97.118,100,486,TRUE,2/10/2025 9:58,R_3DcRbGrwKd00WjL,,,,,-26.2659,-48.9987,anonymous,EN,Julian Antuna,"I am a Caregiver for someone who has prescribed medications,I take nutritional supplements",7,Simplicity,Older people might have difficulty using it,Include notifications for people who take care of the patient,40,,Daily,,,3,,,At least once a week,,,"Phone App,Pill organizer",,,,,,25-34 years old,10K - 40K
2/10/2025 9:58,2/10/2025 9:58,IP Address,174.247.146.35,100,29,TRUE,2/10/2025 9:58,R_5PjzKey2e7g43hT,,,,,40.6981,-111.9999,anonymous,EN,Sabrina Vaoifi,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 10:00,2/10/2025 10:00,IP Address,128.187.116.32,100,13,TRUE,2/10/2025 10:00,R_6lAK7FbYkfIwGFw,,,,,40.2584,-111.6591,anonymous,EN,London Roney,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 9:54,2/10/2025 10:01,IP Address,98.97.143.80,100,419,TRUE,2/10/2025 10:01,R_7GuMwXLljyVBIZj,,,,,34.0544,-118.244,anonymous,EN,Emmalee Perez,I take nutritional supplements,8,"Simplicity, lights, alarm, purpose","I would need to buy one for each prescription, would take up counter space, if it requires a plug? ",If it were smaller and doesn’t require plugging in,20,,,,,,,,,,,,,Daily,4,,At least once a week,35-44 years old,100K - 150K
2/10/2025 10:00,2/10/2025 10:03,IP Address,128.187.116.3,100,144,TRUE,2/10/2025 10:03,R_1r1wuJAVz1WX3gK,,,,,40.2584,-111.6591,anonymous,EN,Camden Decker,"I take prescribed medications,I take nutritional supplements",10,It makes taking medicine easier by keeping track for you.,"If the battery dies fast, it could be frustrating.",Make the battery last longer or add wireless charging.,60,Daily,,4,,,,At least once a week,,"Siri/Alexa Reminders,Calender,Pill organizer",,,,,,,,25-34 years old,70K - 100K
2/10/2025 10:05,2/10/2025 10:14,IP Address,66.251.117.149,100,537,TRUE,2/10/2025 10:14,R_1EzIRG7LJbBSbWR,,,,,42.7578,-71.4699,anonymous,EN,Camri Hamel,I take nutritional supplements,7,I like that it can help you keep track if a medication that has been taken.  it can be perilous to miss medications  or to take double the dosage,I would need to see how using it works in real life ,"the sensor thing could take a lot of space up, especially if you had multiple bottles",30,,,,,,,,,,,,,Daily,5,,Rarely (maybe a couple times a year),45-54 years old,150K+
2/10/2025 9:54,2/10/2025 10:14,IP Address,107.122.173.110,100,1236,TRUE,2/10/2025 10:14,R_3iDpAWKLaAJFnRP,,,,,39.7391,-104.9866,anonymous,EN,Olivia Thorne,"I take prescribed medications,I take nutritional supplements",,Reminders to take meds are nice since I tend to forget mine,That weekly adapter thing isn’t big enough for everything I take. Also takes up a lot of space in a cupboard,Vertical form factor so it takes up less space,50,Daily,,1,,,,At least once a week,,Siri/Alexa Reminders,,,,,,,,18-24 years old,70K - 100K
2/10/2025 10:11,2/10/2025 10:15,IP Address,128.187.116.30,100,193,TRUE,2/10/2025 10:15,R_1qmdfdunf0KLbAI,,,,,40.2584,-111.6591,anonymous,EN,Emma Perez,"I take prescribed medications,I take nutritional supplements",7,Reminders to take medication,Loud beeps,Offer different tones for the audio reminder,20,Daily,,1,,,,Rarely (maybe a couple times a year),,Other,Part of the routine ,,,,,,,18-24 years old,0 - 10K
2/10/2025 10:14,2/10/2025 10:17,IP Address,104.28.85.84,100,187,TRUE,2/10/2025 10:17,R_7kj5SWl2NHjQrzX,,,,,40.2342,-111.6442,anonymous,EN,Emma Perez,I take prescribed medications,6,It’s simple and gets the job done.,,I think it’s pretty good. ,20,Daily,,4,,,,At least once a week,,Other,None,,,,,,,18-24 years old,0 - 10K
2/10/2025 10:15,2/10/2025 10:20,IP Address,128.187.116.32,100,242,TRUE,2/10/2025 10:20,R_7fBXhLQhFGiRvTH,,,,,40.2584,-111.6591,anonymous,EN,Emma Perez,I take prescribed medications,,I like the idea of this product a lot! The design is nice and seems to be very functional. i also like the escalating alarms ,"i don’t really think there’s anything i dislike, i think for people who take a meds but are forgetful, this is a great option!",i think it’s great for its target demographic!! ,25,Daily,,1,,,,Rarely (maybe a couple times a year),,Pill organizer,,,,,,,,18-24 years old,0 - 10K
2/10/2025 10:18,2/10/2025 10:22,IP Address,64.77.240.172,100,224,TRUE,2/10/2025 10:22,R_1rCDuOUBUaa8lhO,,,,,40.3942,-111.8483,anonymous,EN,Steven Wood,"I take prescribed medications,I take nutritional supplements",8,"Reminders, ease of use","Bulky, not particularly attractive ",Couldn’t really say without trying it first,20,Daily,,1,,,,At least once a month,,Other,None,,,,,,,35-44 years old,150K+
2/10/2025 10:19,2/10/2025 10:26,IP Address,208.93.179.60,100,404,TRUE,2/10/2025 10:26,R_5AKijRSnQrSUvVx,,,,,37.6773,-113.0617,anonymous,EN,Sabrina Vaoifi,I take nutritional supplements,8,"I like that it is small, convenient and travel size. ",I my nutritional supplement bottles wouldn't fit on the sensor. ,The sensor could be a little bigger to fit all types of bottles. ,75,,,,,,,,,,,,,Daily,5,,Rarely (maybe a couple times a year),25-34 years old,10K - 40K
2/10/2025 10:15,2/10/2025 10:27,IP Address,136.36.173.67,100,700,TRUE,2/10/2025 10:27,R_3PTYJprYluUFh26,,,,,40.2342,-111.6442,anonymous,EN,Emma Perez,"I take prescribed medications,I take nutritional supplements",,I like that it can sense if you've taken the medication or just turned off the alarm.,It might not work for people with high quantities of medications (My mom has to juggle around 15 medications for my sister). I'm also unsure how it works for people who take meds within a range of time rather than an exact schedule (morning vs. 9 a.m.),,20,Daily,,2,,,,Rarely (maybe a couple times a year),,"Calender,Other",I wear a bracelet every day and I don't put one on until I've taken my meds,,,,,,,18-24 years old,0 - 10K
2/10/2025 10:24,2/10/2025 10:30,IP Address,107.127.0.31,100,342,TRUE,2/10/2025 10:30,R_1QEZ4rel2pncHEx,,,,,32.7797,-96.8022,anonymous,EN,Vivian Finell,I take nutritional supplements,6,I think it could be really helpful for anyone who struggles to remember to take their medications. I can think of a bunch of older people that this could benefit and I’ve struggled in the past with remembering to take prescriptions. ,"I personally found a system that works for me to remember taking my medications so I personally have a substitute for this product. I also rely on taking my medications with me on the go, and I’m not sure that this would allow for that. ","Based on this product design, I can’t think of any improvements. However, based on my last comment about taking my meds on the go, it would be awesome if this product could fit around the prescription bottle and be portable. ",20,,,,,,,,,,,,,Rarely (maybe a couple times a year),1,,At least once a week,18-24 years old,0 - 10K
2/10/2025 10:30,2/10/2025 10:32,IP Address,128.187.116.6,100,133,TRUE,2/10/2025 10:32,R_5TZiFtM2KSRNknD,,,,,40.2584,-111.6591,anonymous,EN,Emma Perez ,I take nutritional supplements,9,It seems very useful and helpful especially for those who take many pills often,It seems a bit clunky maybe could be more aesthetic,Just aesthetics ,20,,,,,,,,,,,,,Rarely (maybe a couple times a year),1,,At least once a week,18-24 years old,0 - 10K
2/10/2025 10:39,2/10/2025 10:43,IP Address,136.41.65.46,100,216,TRUE,2/10/2025 10:43,R_6BtzyQxn4NAu8tQ,,,,,40.2584,-111.6591,anonymous,EN,London Roney,I take nutritional supplements,,Interesting,Leaves meds out in the open,Enclose it maybe,100,,,,,,,,,,,,,Daily,3,,At least once a week,65+ years old,150K+
2/10/2025 10:48,2/10/2025 10:50,IP Address,136.41.65.46,100,113,TRUE,2/10/2025 10:50,R_1YzSNg2LbmfAT1D,,,,,40.2584,-111.6591,anonymous,EN,London Roney,I take nutritional supplements,7,I like the idea of it giving me a daily nudge. ,I don't know if I would love having it on my counter ,,50,,,,,,,,,,,,,Daily,Other (type amount),8,At least once a week,25-34 years old,150K+
2/10/2025 10:09,2/10/2025 10:51,IP Address,107.122.173.117,100,2560,TRUE,2/10/2025 10:51,R_6RPwfVBVsetRB8B,,,,,37.751,-97.822,anonymous,EN,Ellie Boren,I take nutritional supplements,7,It would help me to remember when to take my meds so I could be more consistant. I like that it would give me notifications if I needed a nudge. ,That it needs to be charged or plugged in. ,Long lasting battery,75,,,,,,,,,,,,,Daily,5,,At least once a week,45-54 years old,70K - 100K
2/10/2025 10:49,2/10/2025 10:52,IP Address,12.74.211.121,100,204,TRUE,2/10/2025 10:52,R_3JleJL6v3ahfajT,,,,,39.8693,-105.0036,anonymous,EN,Jake Boren ,I take nutritional supplements,6,I like the reminder aspect of it. The sound beeping to make sure you take it. ,Not sure how much I would use it. ,Integrate an app into it to remind you on the go and set snoozes or reminders based on geo location ,25,,,,,,,,,,,,,Daily,5,,At least once a week,25-34 years old,100K - 150K
2/10/2025 10:52,2/10/2025 10:55,IP Address,172.59.153.33,100,173,TRUE,2/10/2025 10:55,R_5LTYy7gVTc8Zkha,,,,,40.6566,-111.8907,anonymous,EN,Julian Antuna ,I take prescribed medications,,That it won't let me forget to take contraceptives or important meds,"I'd have to have one per bottle. Inconvenient if you take multiple meds
",See above,50,Daily,,2,,,,At least once a month,,Siri/Alexa Reminders,,,,,,,,25-34 years old,10K - 40K
2/10/2025 10:54,2/10/2025 10:55,IP Address,128.187.116.30,100,29,TRUE,2/10/2025 10:55,R_18eE7HBYgi75flT,,,,,40.2584,-111.6591,anonymous,EN,Emma Perez,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 10:54,2/10/2025 10:57,IP Address,128.187.116.15,100,194,TRUE,2/10/2025 10:57,R_18CcmVYuj1NzVXQ,,,,,40.2584,-111.6591,anonymous,EN,Emma Perez ,I take prescribed medications,5,That it will remind me to take my meds. ,That is a new product and would take a lot of beta testing. ,Sync it to the phone because we use our phones all the time. ,50,Daily,,3,,,,At least once a week,,Calender,,,,,,,,18-24 years old,0 - 10K
2/3/2025 7:40,2/3/2025 10:58,IP Address,128.187.116.9,8,11874,FALSE,2/10/2025 10:58,R_3eF4gIH9BeCd2Bc,,,,,40.2584,-111.6591,anonymous,EN,asdf ,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 10:58,2/10/2025 10:58,IP Address,45.7.99.25,100,47,TRUE,2/10/2025 10:58,R_3QYQflp1FZQyjcr,,,,,-31.6466,-60.7101,anonymous,EN,Julian Antuna,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 10:59,2/10/2025 11:00,IP Address,181.167.169.174,100,49,TRUE,2/10/2025 11:00,R_5mt2fcmHAwqtUHf,,,,,-36,-59.9964,anonymous,EN,Julian Antuña,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 10:56,2/10/2025 11:02,IP Address,172.59.153.245,100,359,TRUE,2/10/2025 11:02,R_6fuUYKBZrneVWbW,,,,,40.6566,-111.8907,anonymous,EN,Sabrina Vaoifi,I take nutritional supplements,3,"I could see it's use for people who take a lot of pills, but it's a bit much if you are only taking occasional supplements.","There isn't anything particular I don't like about it, it's just not something I need.",N/A,15,,,,,,,,,,,,,At least once a week,1,,Rarely (maybe a couple times a year),25-34 years old,40K - 70K
2/10/2025 11:00,2/10/2025 11:04,IP Address,136.36.41.12,100,249,TRUE,2/10/2025 11:04,R_1NxXnXSm3KyOVS6,,,,,40.2584,-111.6591,anonymous,EN,London Roney,I take nutritional supplements,7,Helps those who may be forgetful ,Aesthetics ,Make it prettier since it has to be out on the counter,25,,,,,,,,,,,,,At least once a week,1,,At least once a week,35-44 years old,70K - 100K
2/10/2025 11:02,2/10/2025 11:04,IP Address,128.187.116.3,100,172,TRUE,2/10/2025 11:04,R_5PTDdWQtRmoj4IV,,,,,40.2584,-111.6591,anonymous,EN,Camden Decker,I take prescribed medications,7,"It helps people remember their meds without extra effort.
","If it’s expensive, some people might not buy it.
","Make it affordable or offer a basic version at a lower price.
",50,Rarely (maybe a couple times a year),,2,,,,At least once a week,,"Phone App,Siri/Alexa Reminders",,,,,,,,18-24 years old,10K - 40K
2/10/2025 9:36,2/10/2025 11:04,IP Address,76.149.220.210,100,5330,TRUE,2/10/2025 11:04,R_3JEgeZV4z5BGdKe,,,,,41.3092,-111.9659,anonymous,EN,Ellie Boren,I take prescribed medications,7,The concept of reminding me if I failed to take my medications in the morning or bedtime is real inviting.,"Since I keep all my meds in a bed stand drawer, the lights and alarms have no appeal. A push notification that is sent at a given time interval in the morning and night that would alert me if I failed to take would be useful.",If the Nudge device could be configured to conveniently work inside a drawer where it would be placed under a common medication that I take in the AM & PM so if I did not take that particular pill either in the morning or at night it would alert me on my phone and I would know I forgot to take my meds. This would simply only monitoring one medicine bottle vs. all. ,50,Daily,,Other (type amount),2 suppliments,,,Rarely (maybe a couple times a year),,Other,Habit,,,,,,,65+ years old,100K - 150K
2/10/2025 11:05,2/10/2025 11:06,IP Address,128.187.116.3,100,83,TRUE,2/10/2025 11:06,R_6cf51hFnW3WwEvL,,,,,40.2584,-111.6591,anonymous,EN,Camden Decker,"I am a Caregiver for someone who has prescribed medications,I take prescribed medications",6,"It gives multiple reminders, so it’s hard to forget a dose.
","Too many alerts might feel overwhelming.
","Let users choose how many reminders they get.
",50,,At least once a week,,,3,,,Daily,,,"Phone App,Siri/Alexa Reminders",,,,,,25-34 years old,40K - 70K
2/10/2025 11:01,2/10/2025 11:06,IP Address,128.187.116.10,100,305,TRUE,2/10/2025 11:06,R_1tyTLh0haXWJhvX,,,,,40.2584,-111.6591,anonymous,EN,Joseph Christensen,I take nutritional supplements,3,It's seems to make a ton of stuff super convenient,I don't care if I miss my supplements at all so the notifications would be more annoying then helpful,I think the current product is great.  If there was a way you could get around having to still put every one of you pills in the carrier every week that would be great.,35,,,,,,,,,,,,,At least once a week,2,,Daily,18-24 years old,0 - 10K
2/10/2025 10:45,2/10/2025 11:07,IP Address,73.151.49.211,100,1313,TRUE,2/10/2025 11:07,R_3lzt5CADpMqqxmd,,,,,36.8272,-119.6805,anonymous,EN,Camri Hamel,I take prescribed medications,10,I like how it can measure the amount that is in there and notice if you have missed it rather than only tracking it based off what you input on your device saying you’ve taken it or not. ,I could be understanding incorrectly but usually the reason I haven’t taken my meds is from forgetfulness so I feel like I would forget to log on the app that I have taken it when I did. It would be nice if it could then use the same system it did to see that you hadn’t taken it to see that you had now taken it to stop sending notifications. Only out of laziness i’m thinking I wouldn’t take the time to go into the app to mark that I did it. ,If possibly just changing the way it marks that it was taken. Overall a very good product idea. ,65,Daily,,2,,,,Daily,,Calender,,,,,,,,18-24 years old,40K - 70K
2/10/2025 11:03,2/10/2025 11:07,IP Address,108.240.245.119,100,215,TRUE,2/10/2025 11:07,R_3tEEyisyfw6Nzum,,,,,36.8424,-119.6564,anonymous,EN,Camri Hamel,"I am a Caregiver for someone who has prescribed medications,I take prescribed medications,I take nutritional supplements",3,I like that it can track if you haven’t taken it or if you have taken it for the day,It seems unnecessary with pill containers for the week. Too many different parts that go into this,Making it as simple as possible. ,20,,Daily,,,1,,,At least once a month,,,"Phone App,Calender",,,,,,18-24 years old,40K - 70K
2/10/2025 11:07,2/10/2025 11:08,IP Address,128.187.116.23,100,27,TRUE,2/10/2025 11:08,R_5VkCAmK0RbuBnA3,,,,,40.2584,-111.6591,anonymous,EN,London Roney,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
